,budget,popularity,revenue,runtime,vote_count,release_date,Action,Adventure,Fantasy,ScienceFiction,Crime,Drama,Thriller,Animation,Family,Western,Comedy,Romance,Horror,Mystery,History,War,Music,Documentary,Foreign,TVMovie,vote_average
1078,0.13157895736842104,0.023115009011999234,0.01979262837147963,0.2603550395857988,0.02661432064572426,0.11385883160482045,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.5
2376,1e-08,0.01021617262124281,1e-08,0.31952663721893493,0.0108347976672484,0.14289610291926821,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.2
4553,1e-08,1e-08,1e-08,1e-08,1e-08,0.9759522416438096,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.0
1932,0.06578948368421052,0.004591467100605865,0.0020726159400614006,0.34615385615384614,0.0015997773065735891,0.33236089011560377,1.00000001,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.0
2281,0.050000010000000004,0.028873764905034207,0.025132286342598262,0.28106509875739644,0.05184701407213496,0.13422581909016548,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.1
512,0.19736843105263158,0.0843130139191506,0.09263747135282933,0.3254437969822485,0.18382781686445607,0.09496415646781362,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.4
291,0.2631579047368421,0.06721165061400329,0.12462563591624017,0.3875739744970414,0.1400523660209424,0.13062683334978323,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.4
4740,1e-08,0.000466069516882901,1e-08,0.257396459704142,0.0002181600872600349,0.19917115267797256,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,3.7
2603,0.039473694210526315,0.0034645323495264098,0.0037458660900551192,0.27514793899408285,0.002326944264107039,0.19022821841399243,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,4.8
3122,0.02631579947368421,0.003500042472712514,1e-08,0.27514793899408285,0.002108794176847004,0.09989912933909534,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,3.9
1942,1e-08,0.006838308129263963,0.0122501996308718,0.2692307792307692,0.004217578353694008,0.05123102671347166,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.1
3076,0.02631579947368421,0.0034352318152944686,0.0018524019198562043,0.41420119343195266,0.0018179273938336241,0.17201516936417918,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.4
1591,0.07894737842105262,0.018868423367962444,1e-08,0.31065089757396447,0.0578824998196626,0.07604221628731903,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.6
318,0.22368422052631579,0.02653192755847277,0.053459973933902734,0.2514792999408284,0.043702744147760327,0.10524307786269324,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.9
1820,0.07368422052631578,0.02314698890905745,0.00306855918660608,0.378698234852071,0.02646888725421757,0.04206997210158955,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.7
3015,0.02631579947368421,0.0297979223709134,0.01896797277922687,0.2869822585207101,0.04224841023269343,0.02361153766038662,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.4
993,0.13157895736842104,0.00935311741930471,0.0035336302902744597,0.28106509875739644,0.0031995446131471783,0.22128310294653325,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.2
1081,0.09210527315789473,0.023253760261376353,0.02698230377073975,0.3520710159171598,0.0578824998196626,0.0899746535095564,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.7
3499,0.01578948368421053,0.003914050855406341,1e-08,0.2869822585207101,0.0007271769575334497,0.11925731021539383,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.9
3578,1e-08,0.004195583819383912,1e-08,0.2781065188757396,0.0015270606108202442,0.26084468104725034,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,4.7
374,0.23684211526315788,0.05276500365184595,0.17383136902949706,0.28402367863905326,0.1575043730017452,0.06720834219728986,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.5
3408,1e-08,0.003585392627601899,1e-08,0.28402367863905326,0.001963360785340314,0.01243286983041143,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.8
1987,0.0631579047368421,0.0565909670214042,0.08418702370918565,0.3520710159171598,0.14477895124490983,0.13062683334978323,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,8.2
50,0.39473685210526316,0.0710041310850202,0.12021480198674053,0.3431952762721893,0.1684845940605003,0.0759058910698803,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.2
2412,0.04473685210526316,0.026830142011555456,0.02048229482711986,0.3224852171005917,0.03883072553228621,0.11017805073397496,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.4
1727,0.07368422052631578,0.04755580037859882,0.01886609955229001,0.3343195366272189,0.0642088523502036,0.038634576622133765,1.00000001,1e-08,1e-08,1e-08,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.0
1670,0.05526316789473684,0.014607914402435819,0.00017229121049279123,0.257396459704142,0.014906932629435718,0.11271369977833519,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.0
767,0.15789474684210525,0.04190271257083664,0.025493131248688006,0.2988165780473373,0.03992147596858639,0.1262916914352319,1.00000001,1.00000001,1e-08,1e-08,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,4.7
4314,0.003157904736842105,6.575375180383733e-05,1e-08,0.24852072005917158,0.0008726103490401397,0.05976498532513565,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,4.8
3229,0.021710536315789477,0.009106084963535224,0.01076054647152433,0.5059171697633137,0.0045811618324607326,0.6587507257073916,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,7.0
4275,1e-08,8.894862803523425e-05,1e-08,0.3994082940236686,1e-08,0.03348148340295008,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,0.0
3819,0.009210536315789473,0.009654647384017695,1.595783241989716e-05,0.2988165780473373,0.014179765671902269,0.08269488689832864,1.00000001,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.5
3279,0.02105264157894737,0.009955950071150788,0.0002113842394938391,0.3136094774556213,0.0015270606108202442,0.20849579755078113,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.7
1218,0.10526316789473683,0.01745520680779388,0.015015881681896711,0.28106509875739644,0.020651551593949973,0.050140424973961886,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.4
1964,0.10868422052631578,0.02677209257661463,0.03815387767072525,0.28994083840236684,0.03861257544502618,0.17795894884450744,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.2
3608,0.013157904736842104,0.0009543668315451871,0.004375961498419894,0.41124261355029584,0.0005817435660267598,0.5778008115922786,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,5.4
3207,0.22631579947368421,0.0207550625533434,0.005155678938260273,0.24852072005917158,0.028723104822571264,0.10052622533931346,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.3
1579,0.07894737842105262,0.04997090904746196,0.054204138919925746,0.2781065188757396,0.1447062345491565,0.06617227054475557,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.4
3100,0.02631579947368421,0.003897034731472539,1e-08,0.27514793899408285,0.004508445136707388,0.13291709700275375,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.5
4591,1e-08,0.012960376941594305,1e-08,0.2692307792307692,0.008362430011634671,0.4484281802429315,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.8
4009,0.006578957368421052,0.0011119364361177743,0.011980073938297087,0.257396459704142,0.0013816272193135544,0.05447556688851324,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,4.6
4177,1e-08,0.0038412535039370785,1e-08,0.3224852171005917,0.0006544602617801048,0.16768002744962782,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,5.6
3716,1e-08,0.008861796970200328,1e-08,0.3224852171005917,0.010107630709714951,0.15295690396624587,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.7
1034,0.12105264157894736,0.0293191604357211,0.05380269235762165,0.32840237686390533,0.048065745892961025,0.21024076033399677,1.00000001,1.00000001,1e-08,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.0
673,0.1657894836842105,0.045840714650495024,0.10640572949170897,0.2781065188757396,0.07118965514252472,0.15372032518390272,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.9
3616,1e-08,0.003654615211106009,1e-08,0.3136094774556213,0.0036358447876672483,0.41636448910134416,1.00000001,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.6
4407,0.002631588947368421,0.004155433350433458,1e-08,0.28402367863905326,0.0016724940023269343,0.03928893766583963,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,4.9
2956,0.028947378421052633,0.005782096678974947,1e-08,0.3076923176923077,0.0030541112216404885,0.11263190464787196,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.2
2836,0.031578957368421055,0.021040120032956904,0.020193402758938807,0.363905335443787,0.027850504473531126,0.1527933137053194,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.3
1146,0.11052632578947368,0.03887864617645422,0.016578836333057307,0.30177515792899406,0.06726295357184409,0.059437804803282715,1.00000001,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.2
2403,0.04868422052631579,0.07727546073612551,0.06575278999526828,0.40532545378698226,0.2341477703257708,0.31327535967418274,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.7
722,0.15789474684210525,0.05841382800631295,0.04469081282998537,0.2958579981656805,0.10078535031413612,0.08866593142214467,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.3
4725,1e-08,0.0026879191485398948,1e-08,0.23076924076923078,0.0013816272193135544,0.30659542401968537,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.7
1045,0.10526316789473683,0.034266281822694984,0.034128642185414455,0.3343195366272189,0.050683546940081446,0.1334896629159964,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1.00000001,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.0
1883,0.07105264157894736,0.019791740249425552,0.00897552913999273,0.3343195366272189,0.017742883763816174,0.214057866422281,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.7
1194,0.10526316789473683,0.029777059659597288,0.030636296802252917,0.3520710159171598,0.06559046956951715,0.0676718479365815,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.0
2979,0.07368422052631578,0.016850850596693646,0.032443001995042874,0.28994083840236684,0.041303093187899945,0.17280585562532377,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.8
1338,0.09473685210526316,0.03136823684901889,0.03667362922025389,0.3431952762721893,0.04319372727748691,0.15810999718542956,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.0
4126,1e-08,0.006353581014173264,1e-08,0.2781065188757396,0.01039849749272833,0.03149113522834474,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,5.5
2668,0.03684211526315789,0.0519352029287709,0.16607095621052548,0.3520710159171598,0.12696336078534032,0.2766311412266543,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.0
2712,0.031578957368421055,0.00563070240040478,1e-08,0.34615385615384614,0.0041448616579406634,0.07304306150366714,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,6.7
3418,0.01710527315789474,0.06878313574295997,0.09156278250038605,0.29289941828402366,0.11031123745782431,0.03236361661995256,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.6
4003,0.006842115263157895,0.021733742654330715,0.00019843357516581052,0.27218935911242603,0.022396752292030253,0.10240751333996782,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,7.0
526,0.18421053631578946,0.016544802490744193,0.05557376188177886,0.39644971414201186,0.020651551593949973,0.10974181003817106,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.6
563,0.1868421152631579,0.0245127935387029,0.10561704457945777,0.2514792999408284,0.04988366328679465,0.19448156519808055,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.4
2398,0.0631579047368421,0.04873255346151212,0.035856181035329754,0.26331361946745563,0.07024433809773123,0.10071708064372767,1.00000001,1e-08,1e-08,1e-08,1.00000001,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.9
4745,0.0001631678947368421,0.002749095648876434,1e-08,0.24260356029585797,0.002326944264107039,0.5561796321064973,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,4.4
2758,0.03421053631578948,0.007725662616577964,0.003992487901499632,0.3076923176923077,0.00894416357766143,0.1116776281258009,1e-08,1.00000001,1e-08,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.2
2252,0.05263158894736842,0.006456600573276345,0.0006010598509517384,0.24852072005917158,0.0008726103490401397,0.1430324281367069,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,3.3
123,0.39473685210526316,0.08373171781667157,0.1524367148144459,0.3816568147337278,0.225130900052356,0.1409875498751261,1.00000001,1.00000001,1e-08,1.00000001,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.4
4621,1e-08,0.0012431852411616416,1e-08,0.26627219934911245,0.0004363101745200698,0.08692096863892902,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,2.8
1623,1e-08,0.014920684899517183,0.011446207138120761,0.41124261355029584,0.011489247929028504,0.034054049316192714,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,6.4
2492,0.04210527315789474,0.0032535365243014755,0.0006049060253712101,0.2869822585207101,0.0034904113961605585,0.20296099372276905,1.00000001,1.00000001,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,4.3
2680,0.03421053631578948,0.026700443034028746,0.04123320174118481,0.31065089757396447,0.0383217086620128,0.059819515412111134,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,6.2
4506,1e-08,0.0017150854492182766,1e-08,0.28994083840236684,0.00029087678301337985,0.0338631940117785,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,4.8
1435,0.08157895736842105,0.019115006979064098,0.014889725510989108,0.28994083840236684,0.02130600185573008,0.13245359126346212,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.0
1949,1e-08,0.005710645861509172,1e-08,0.34615385615384614,0.0015270606108202442,0.07476075924339504,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.0
4650,1e-08,0.023145225509141096,1e-08,0.2988165780473373,0.03803084187899942,0.08501241559478692,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.6
3707,1e-08,0.00020256800230910593,1e-08,0.31065089757396447,0.0013089105235602094,0.06764458289309376,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,6.1
2247,0.06973685210526315,0.06936277237647627,0.05716547047981411,0.39644971414201186,0.14419721767888308,0.20388800520135233,1e-08,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,8.2
2223,0.05263158894736842,0.006969851595692817,0.004067857209738032,0.28994083840236684,0.0017452106980802792,0.13654334778662378,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.4
3485,0.01578948368421053,0.006180181925895562,0.0011777044465015101,0.29289941828402366,0.002108794176847004,0.24246804173651063,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.9
3118,1e-08,0.012512345447820006,1e-08,0.26627219934911245,0.0031995446131471783,0.08907490707446084,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,4.7
831,0.14473685210526316,0.02602576782496864,0.02274370011852694,0.3076923176923077,0.033304256655032,0.27911226018403906,1.00000001,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.1
2690,1e-08,0.008803563657418485,1e-08,0.28402367863905326,0.003563128091913903,0.19284566258881589,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,5.6
1098,0.11842106263157894,0.006123597803190932,0.001652687797682909,0.41124261355029584,0.0058900623560209425,0.1020258027311394,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1.00000001,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,1e-08,6.4
